date,residuals
1988-10-14,4.62
1988-10-27,4.35
1988-11-15,0.31
1988-11-28,0.29
1988-12-14,3.53
1988-12-28,3.05
1989-01-13,4.0
1989-01-27,-0.34
1989-02-14,7.61
1989-02-28,1.92
1989-03-14,3.35
1989-03-28,4.38
1989-04-14,6.2
1989-04-28,3.22
1989-05-16,7.05
1989-05-29,6.71
1989-07-14,7.44
1989-09-01,1.5
1989-09-14,8.0
1989-09-28,1.13
1989-10-13,3.25
1989-11-14,-2.29
1989-11-28,-5.68
1989-12-14,-1.08
1989-12-28,7.74
1990-01-14,-2.99
1990-01-29,1.01
1990-02-15,3.03
1990-02-28,7.81
1990-03-14,-0.01
1990-03-28,-2.45
1990-04-13,2.66
1990-04-27,4.09
1990-05-14,10.96
1990-05-28,8.02
1990-08-14,0.48
1990-08-28,3.27
1990-09-14,3.7
1990-09-27,-2.67
1990-10-14,-1.9
1990-10-28,-12.42
1990-11-14,2.64
1990-11-28,0.86
1990-12-14,0.63
1991-01-14,6.54
1991-01-28,-8.09
1991-02-14,-8.55
1991-02-28,0.87
1991-03-14,3.99
1991-04-15,-2.14
1991-04-29,-0.99
1991-05-28,13.63
1991-06-14,6.14
1991-06-27,10.22
1991-07-15,13.82
1991-07-29,14.04
1991-08-14,7.45
1991-08-28,0.57
1991-09-13,3.04
1991-09-27,-1.06
1991-10-28,-7.38
1991-11-14,0.78
1991-11-28,-3.44
1991-12-13,-5.51
1991-12-30,-8.47
1992-01-14,-1.47
1992-01-28,-8.82
1992-02-14,-2.09
1992-02-28,-6.13
1992-03-14,-5.72
1992-03-24,2.78
1992-04-28,6.34
1992-05-14,-1.04
1992-07-14,0.69
1992-07-28,-4.88
1992-08-27,1.56
1992-09-14,-0.62
1992-09-28,-2.8
1992-10-14,-5.48
1992-10-28,-0.34
1992-11-13,-1.1
1992-11-27,-4.81
1992-12-14,3.04
1993-01-14,-1.77
1993-01-28,5.28
1993-02-15,-21.32
1993-02-26,-23.1
1993-03-15,-2.55
1993-04-14,-7.26
1993-04-28,-8.52
1993-07-14,-19.06
1993-07-28,-3.09
1993-08-13,6.2
1993-08-27,8.33
1993-09-14,7.08
1993-09-28,4.56
1993-10-28,0.11
1993-11-15,0.06
1993-11-29,-1.98
1993-12-14,6.61
1994-01-14,-6.1
1994-01-27,-1.79
1994-02-14,-8.45
1994-02-28,-3.69
1994-03-14,2.12
1994-04-14,-0.22
1994-04-28,-2.34
1994-05-16,8.62
1994-06-14,7.72
1994-07-14,2.34
1994-07-28,-1.96
1994-08-15,-4.73
1994-08-29,3.29
1994-09-14,0.24
1994-09-28,-2.34
1994-10-28,2.07
1994-11-14,-2.69
1994-11-28,-3.46
1994-12-14,-0.97
1995-01-13,2.48
1995-01-27,6.69
1995-02-14,2.47
1995-02-28,2.15
1995-03-14,-2.43
1995-03-28,2.98
1995-05-15,1.87
1995-05-29,2.47
1995-07-14,6.1
1995-08-14,-0.64
1995-09-14,-0.05
1995-09-28,4.09
1995-10-27,1.91
1995-11-14,1.97
1995-11-28,-10.8
1995-12-14,-10.52
1996-01-15,4.93
1996-01-29,-13.45
1996-03-14,-15.5
1996-03-28,-1.36
1996-04-15,1.38
1996-04-29,-0.02
1996-05-14,4.44
1996-05-28,2.2
1996-07-15,-1.62
1996-09-13,-2.12
1996-09-27,-0.57
1996-10-14,-5.66
1996-11-14,2.35
1996-11-28,-0.65
1996-12-13,2.68
1997-01-14,-6.05
1997-01-28,-3.39
1997-02-12,14.5
1997-03-14,2.15
1997-03-28,-0.86
1997-04-14,1.01
1997-05-27,7.1
1997-07-14,7.01
1997-07-28,6.02
1997-08-14,5.14
1997-08-28,4.48
1997-09-15,4.68
1997-09-29,-5.67
1997-10-14,-16.47
1997-10-28,-3.25
1997-11-14,-8.08
1997-12-12,0.71
1998-01-14,0.56
1998-01-28,0.8
1998-02-13,10.91
1998-03-13,2.0
1998-07-15,5.44
1998-07-29,10.93
1998-10-15,-4.0
1998-10-28,6.82
1998-11-13,8.22
1998-11-27,1.46
1998-12-15,3.84
1999-01-15,4.89
1999-01-29,0.15
1999-02-15,-1.05
1999-03-01,4.37
1999-03-15,-2.32
1999-03-29,-2.43
1999-04-23,0.79
1999-09-14,-6.65
1999-09-28,-7.29
1999-10-14,-11.85
1999-10-28,-10.14
1999-11-15,-7.45
1999-11-29,-7.05
1999-12-14,-1.53
1999-12-28,1.27
2000-01-14,-3.18
2000-01-28,-3.39
2000-02-14,-1.1
2000-02-28,-1.36
2000-03-14,-7.49
2000-03-28,3.74
2000-04-14,3.59
2000-04-28,-0.66
2000-05-15,4.29
2000-05-29,-3.85
2000-06-14,4.77
2000-06-28,3.06
2000-07-14,-1.04
2000-07-28,0.57
2000-08-14,1.69
2000-08-28,-1.28
2000-09-14,4.23
2000-09-28,0.24
2000-10-13,1.38
2000-10-28,2.11
2000-11-14,7.78
2000-11-28,1.63
2000-12-14,5.49
2000-12-28,-0.79
2001-01-15,2.46
2001-01-28,-1.19
2001-01-29,1.79
2001-02-14,3.81
2001-02-28,-2.29
2001-03-14,-0.09
2001-03-28,1.45
2001-04-14,-1.88
2001-04-28,-1.16
2001-05-14,8.07
2001-05-28,11.72
2001-06-14,7.99
2001-06-28,1.42
2001-07-14,-0.91
2001-07-28,1.01
2001-08-14,4.46
2001-08-28,3.91
2001-09-14,-1.8
2001-09-28,2.01
2001-10-15,-7.3
2001-10-27,-1.35
2001-12-14,-2.84
2001-12-28,-1.58
2002-01-14,-2.14
2002-01-28,2.53
2002-02-14,4.71
2002-02-28,6.42
2002-03-28,-4.41
2002-04-14,3.65
2002-04-28,-2.36
2002-05-14,1.99
2002-05-28,7.64
2002-06-14,3.15
2002-06-28,-0.6
2002-07-14,-0.0
2002-07-28,1.67
2002-08-14,-3.3
2002-08-28,-7.42
2002-09-14,-2.62
2002-09-28,-1.54
2002-10-14,-7.24
2002-10-28,-12.44
2002-11-14,-4.59
2002-11-28,-5.23
2002-12-14,-10.5
2002-12-28,-6.58
2003-01-14,-10.21
2003-01-28,-2.08
2003-02-14,0.65
2003-02-28,-3.12
2003-03-14,-2.2
2003-03-28,1.44
2003-04-14,2.19
2003-04-28,2.27
2003-05-14,1.98
2003-05-28,-2.51
2003-06-14,6.05
2003-06-28,4.08
2003-07-14,4.81
2003-07-28,-5.11
2003-08-14,-0.16
2003-08-28,-4.14
2003-09-14,-4.14
2003-09-28,-5.7
2003-10-14,-4.32
2003-10-28,-10.88
2003-11-14,-12.89
2003-11-28,-9.85
2003-12-15,-23.41
2003-12-28,-6.97
2004-01-14,-3.05
2004-01-28,-1.78
2004-02-14,-0.55
2004-02-28,0.13
2004-03-15,-0.43
2004-03-27,-0.66
2004-04-14,-1.33
2004-04-28,5.02
2004-05-14,4.84
2004-05-28,5.09
2004-06-14,-0.46
2004-06-28,3.64
2004-07-14,1.45
2004-07-30,2.04
2004-08-14,-2.51
2004-08-28,1.1
2004-09-14,2.09
2004-09-28,0.17
2004-10-28,-0.87
2004-11-13,-5.26
2004-11-27,-4.63
2004-12-14,1.26
2004-12-28,-4.18
2005-01-14,-4.26
2005-01-28,-1.6
2005-02-14,-10.89
2005-02-28,-3.56
2005-03-14,7.8
2005-03-26,-2.67
2005-04-14,-0.92
2005-04-28,2.73
2005-05-14,6.42
2005-05-30,7.16
2005-06-14,3.9
2005-06-28,-0.45
2005-07-14,2.71
2005-07-28,-1.67
2005-08-13,6.78
2005-08-27,7.93
2005-09-14,9.05
2005-09-28,5.9
2005-10-14,-0.83
2005-10-28,2.17
2005-11-14,-3.55
2005-11-28,-4.68
